Block_Device File Inode Blocks
/dev/block/mmcblk0p8 179:8 "/vendor/lib/igfxcmrt32.so" 953 
/dev/block/mmcblk0p8 179:8 "/vendor/bin/btnvmmerge" 70 
/dev/block/mmcblk0p8 179:8 "/vendor/app/Amtl/Amtl.apk" 22 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/00imx135-0-0x8-0.drvb" 492 
/dev/block/mmcblk0p8 179:8 "/vendor/priv-app/IntelIms/IntelIms.apk" 1372 
/dev/block/mmcblk0p8 179:8 "/vendor/build.prop" 111 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_ATT_CAT_Auto_Response.tlv" 550 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libsoundtrigger.so" 1167 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/i915/bxt_dmc_ver1.bin" 513 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/hw/sensors.gmin.so" 949 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/mmgr_7260_conf_1.xml" 456 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/bluetooth/bt_vendor.conf" 249 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libhoudini.so" 982 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/catalog/7260_V2_allbands/CHT_HR_nominal_transmit_settings.xml" 394 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libwebrtc_audio_coding.so" 891 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/libtask_executor.so" 1339 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libwilhelm.so" 892 
/dev/block/mmcblk0p8 179:8 "/vendor/intel/validation/core/igt/tools/registers/base_interrupt.txt" 741 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libgabi++.so" 828 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/catalog/7360_CMCC/band_config_update_CMCC_overlay.xml" 424 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/i915/bxt_guc_ver3.bin" 516 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/firmware/bt/370b10060002220e00.sfi" 255 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/atomisp/00ov2680-i8811_0_coho.aiqb" 138 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/librpc_jni.so" 1328 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_Smarti5G_band_config_update_NA_EU.tlv" 585 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libigc.so" 1000 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_fast_core_dump_off.tlv" 606 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/libigc.so" 1283 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_band_config_update_CERTIF_REG.tlv" 593 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/rril_7160_conf_5.txt" 477 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_2g_multislot_power.tlv" 533 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libssl.so" 874 
/dev/block/mmcblk0p8 179:8 "/vendor/bin/mmgr" 94 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/libigdusc.so" 1291 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_agps_blanking_cht_7260.tlv" 590 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libintelmetadatabuffer.so" 1012 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libstagefright.so" 1171 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/vdf_cust_content.tlv" 725 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libwilhelm.so" 1188 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/2048_ATT_EMM_CM_Service_request.tlv" 643 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libeffects.so" 822 
/dev/block/mmcblk0p8 179:8 "/vendor/app/CrashReport/CrashReport.apk" 36 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/firmware/bt/370b12060002340e00.sfi" 257 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libpcre.so" 1153 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/nb/libstagefright_foundation.so" 1222 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/firmware/gnss/CPCPU_SOCFW_5_GNSS_2.1_PROD.ptc" 287 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libminikin.so" 847 
/dev/block/mmcblk0p8 179:8 "/vendor/bin/init.npk.sh" 85 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libcoreuservice.so" 972 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/atomisp/00gc2155-one8_0_1_coho.aiqb" 115 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/nb/libGLESv2.so" 898 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/2048_USB_reconfig_3ACM_4NCM.tlv" 676 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/permissions/com.intel.internal.cellcoex.xml" 326 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/libhwcservice.so" 1281 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libigdmcl.so" 1005 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/mmgr_6360_conf_1.xml" 448 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/fmr_rxmain.bin" 509 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_rx_diversity.tlv" 612 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libI420colorconvert.so" 954 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/bluetooth/bddata_B2_C0" 246 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/XMM_7360_REV2.1PR1.0_1613.03_V20_FLASHLESS_signed.fls" 717 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/catalog/7262_V2_CMCC_dataonly/band_config_update_CMCC_overlay.xml" 417 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/2048_csd_off.tlv" 692 
/dev/block/mmcblk0p8 179:8 "/vendor/intel/validation/core/igt/tools/registers/sandybridge" 759 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_hw_7160_1.3.tlv" 608 
/dev/block/mmcblk0p8 179:8 "/vendor/intel/validation/core/igt/tools/registers/haswell" 756 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/firmware/gnss/CPCPU_SSF_5_GNSS_2.0_PROD.ssf" 293 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/atomisp/00ov5648-malata10_0_coho.aiqb" 148 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libaudioresampler.so" 1100 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/clbltfnh8.rtl" 1230 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/rril_7160_conf_2.txt" 474 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/amtl_cherrytrail_XMM_7360.cfg" 365 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/cpuinfo" 1081 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libtinyalsa_custom-subsystem.so" 1062 
/dev/block/mmcblk0p8 179:8 "/vendor/bin/peeknpoke" 101 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/catalog/7360_V2_CMCC/TDSCDMA_activate_overlay.xml" 429 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/catalog/7260_V2_allbands/agps_blanking_CHT_HR.xml" 395 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libandroid.so" 1096 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/bluetooth/bddata_B2_C0_B" 247 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libunwind.so" 887 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/permissions/intel.cloudservices.xml" 327 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_4g_multislot_power.tlv" 535 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/atomisp/01ov2680-t15_0_coho.aiqb" 201 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_ATT_EMM_CM_Service_request.tlv" 555 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/amtl_clovertrail_XMM_7160.cfg" 367 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/firmware/gnss/CPCPU_SOCFW_5_GNSS_1.0.ptc" 283 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libpvl_blink_detection.so" 1033 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libpvl_face_recognition.so" 1036 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/atomisp/00ov8858.r2_sltmrdV12.aiqb" 174 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/libfr_client.so" 1271 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/nb/libOpenSLES.so" 901 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libia_cmc_parser.so" 988 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/ATT_cust_content.tlv" 709 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libstdc++.so" 882 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/librapid-ril-core.so" 1045 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_ATT_Configure_MM_CS_ATTACH_IND.tlv" 552 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/atomisp/01gc2235.aiqb" 188 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libradio_metadata.so" 1161 
/dev/block/mmcblk0p8 179:8 "/vendor/app/AAApkService/AAApkService.apk" 18 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libeffects.so" 1119 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/rril_7260_conf_1.txt" 478 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libskuwa.so" 1049 
/dev/block/mmcblk0p8 179:8 "/vendor/intel/validation/core/igt/tools/registers/skl_powerwells.txt" 761 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libia_cipf.so" 987 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libbcc.so" 1105 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_ATT_FGI_Rel9.tlv" 559 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/upe_java.so" 1348 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/00imx135-0-0x8-0x1.drvb" 493 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/libjackpal-androidterm4.so" 1298 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libsigchain.so" 1164 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libia_aiq.so" 984 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libgnssosa.so" 977 
/dev/block/mmcblk0p8 179:8 "/vendor/pittpatt/models/detection/yaw_roll_face_detectors.7.1/pose-r.8.1.bin" 1364 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/2048_ECID_support_disabled.tlv" 663 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/atomisp/00ov5670_th8_1_coho.aiqb" 158 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libspeexresampler.so" 872 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libminikin.so" 1144 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libstagefright_soft_vorbisdec_mdp.so" 1055 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/nb/libpcre.so" 1217 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/libiacp_jni.so" 1282 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/00imx135-0-0x2-0x1.drvb" 490 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_FGI_Rel9.tlv" 576 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_ATT_enable_ENS.tlv" 566 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/nb/libhwui.so" 1209 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libmeimm.so" 1024 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/2048_multislot_off.tlv" 699 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/nb/libskia.so" 1219 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libcoreuclient.so" 970 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/SF_LTE_CONF_1.xml" 331 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_Increase_UART_BaudRate.tlv" 577 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libexpat.so" 1121 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_7160_nvr_band_configuration.tlv" 545 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libpixelflinger.so" 858 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libinputflinger.so" 1135 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_7160_family.tlv" 544 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/atomisp/00ov8858-moorefield_factory.aiqb" 166 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/libpower-subsystem.so" 1315 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/atomisp/00ov5670.Sf3g_cc_mrd7_p2.aiqb" 153 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/dvc_descriptors.cfg" 252 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/libtbd.so" 1060 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/SF_LTE_CONF_2.xml" 332 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libdrmframework.so" 821 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/atomisp/01gc0310-vta0705_0_coho.aiqb" 185 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/atomisp/01ov9760.aiqb" 219 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_USB_reconfig_3ACM_4NCM.tlv" 588 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/firmware/gnss/MECPU_SSF_5_GNSS_2.2_PROD.ssf" 314 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/nb/libpixelflinger.so" 923 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/arm64/libwebrtc_audio_coding.so" 1187 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libinputflinger.so" 838 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/libawareserviceclientjni.so" 1257 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/rril_6360_conf_1.txt" 471 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/2048_terminal_profil_byt.tlv" 706 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/1024_codec.tlv" 603 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/atomisp/01gc0310-tf16_0_coho.aiqb" 184 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/00imx135-0-0x4-0.drvb" 491 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libsysutils.so" 885 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libdl.so" 820 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/fw_info.txt" 511 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/catalog/7260_V2_dataonly_allbands/FGI_Rel9.xml" 407 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/firmware/gnss/CPCPU_GNCPRAM_5_GNSS_2.0.ptc" 270 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/telephony/catalog/7360_V2_CMCC/band_config_update_CMCC_overlay.xml" 430 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/telephony/2048_ATT_AMR_WB_codecs_disabled.tlv" 637 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/clbltfne9_img_cbk.o" 1228 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/firmware/gnss/CPCPU_SENS_5_GNSS_2.1.ptc" 280 
/dev/block/mmcblk0p8 179:8 "/vendor/lib64/libgrallocclient.so" 1276 
/dev/block/mmcblk0p8 179:8 "/vendor/bin/coreu" 72 
/dev/block/mmcblk0p8 179:8 "/vendor/etc/firmware/gnss/MECPU_EMER_5_GNSS_2.0_PROD.ptc" 300 
/dev/block/mmcblk0p8 179:8 "/vendor/firmware/ipu4_isys_bxt_fw_b0.bin" 521 
/dev/block/mmcblk0p8 179:8 "/vendor/lib/arm/libaudiospdif.so" 804 
/dev/block/mmcblk0p12 179:12 "/config/bluetooth/.btnvm" 16 
/dev/block/mmcblk0p12 179:12 "/config/gnss/GNSS_MEC.bin" 19 
/dev/block/mmcblk0p12 179:12 "/config/bluetooth/bd_addr.conf" 17 
/dev/block/mmcblk0p12 179:12 "/config/wlan/iwl_nvm.bin" 14 
/dev/block/mmcblk0p12 179:12 "/config/gnss/GNSS_WPC.bin" 20 
/dev/block/mmcblk0p7 179:7 "/system/usr/srec/en-US/hmmlist" 2441 
/dev/block/mmcblk0p7 179:7 "/system/xbin/taskstats" 2486 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libdtwgesturenative.so" 1762 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libprotobuf-cpp-lite.so" 1871 
/dev/block/mmcblk0p7 179:7 "/system/bin/resize2fs" 372 
/dev/block/mmcblk0p7 179:7 "/system/bin/at_cli_client" 184 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id3-v1.0-RKS.xml" 1103 
/dev/block/mmcblk0p7 179:7 "/system/bin/bugreport" 196 
/dev/block/mmcblk0p7 179:7 "/system/app/Gmail2/Gmail2.apk" 64 
/dev/block/mmcblk0p7 179:7 "/system/app/Videos/Videos.apk" 146 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libstagefright_soft_aacdec.so" 1912 
/dev/block/mmcblk0p7 179:7 "/system/xbin/perfprofd" 2474 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libgesturehmmnative.so" 1789 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libbinder.so" 1730 
/dev/block/mmcblk0p7 179:7 "/system/lib/libinputservice.so" 1484 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/IDL-client-cert.pem" 1049 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/sensors_jsa1212_als.hrec" 649 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/cavs/cavs-EchoDelayLine_V1_1.xml" 729 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libwidiuibc.so" 1972 
/dev/block/mmcblk0p7 179:7 "/system/lib64/librs_jni.so" 1881 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libinputflinger.so" 1805 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/23f4c490.0" 908 
/dev/block/mmcblk0p7 179:7 "/system/lib/libasfparser.so" 1404 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/IDU-client-cert.pem" 1055 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/cavs/cavs-DynamicRangeProcessor_V1_4.xml" 728 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/Ring_Synth_02.ogg" 2174 
/dev/block/mmcblk0p7 179:7 "/system/etc/permissions/android.hardware.location.gps.xml" 24 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libawarenativehelperjni.so" 1724 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/Nairobi.ogg" 2154 
/dev/block/mmcblk0p7 179:7 "/system/etc/MSLConfig.txt" 478 
/dev/block/mmcblk0p7 179:7 "/system/lib/libkeystore_binder.so" 1501 
/dev/block/mmcblk0p7 179:7 "/system/framework/ext.jar" 1327 
/dev/block/mmcblk0p7 179:7 "/system/app/IMSConfigUI/IMSConfigUI.apk" 94 
/dev/block/mmcblk0p7 179:7 "/system/fonts/NotoSansHebrew-Bold.ttf" 1202 
/dev/block/mmcblk0p7 179:7 "/system/app/WidiReceiver/WidiReceiver.apk" 156 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/9f533518.0" 985 
/dev/block/mmcblk0p7 179:7 "/system/lib/libgatekeeper.so" 1464 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/a0bc6fbb.0" 986 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libbcc.so" 1728 
/dev/block/mmcblk0p7 179:7 "/system/bin/rservice" 380 
/dev/block/mmcblk0p7 179:7 "/system/bin/dalvikvm64" 218 
/dev/block/mmcblk0p7 179:7 "/system/lib/libjhead.so" 1492 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id5-v1.0-ARU.xml" 1118 
/dev/block/mmcblk0p7 179:7 "/system/lib/libva-android.so" 1625 
/dev/block/mmcblk0p7 179:7 "/system/app/GoogleCamera/GoogleCamera.apk" 66 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/cavs/cavs-AutomaticGainControl_V1_3.xml" 721 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libaudiopolicymanager.so" 1717 
/dev/block/mmcblk0p7 179:7 "/system/etc/rc.hald_media_hook_ecs2_byt" 860 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/aeb67534.0" 994 
/dev/block/mmcblk0p7 179:7 "/system/lib/libaudiopolicyengineconfigurable.so" 1407 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libstepcounternative.so" 1936 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/ed39abd0.0" 1030 
/dev/block/mmcblk0p7 179:7 "/system/lib/libRSCpuRef.so" 1390 
/dev/block/mmcblk0p7 179:7 "/system/usr/hyphen-data/hyph-eu.lic.txt" 2351 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/BirdLoop.ogg" 2110 
/dev/block/mmcblk0p7 179:7 "/system/usr/srec/en-US/offensive_word_normalizer.mfar" 2449 
/dev/block/mmcblk0p7 179:7 "/system/framework/com.intel.extmode.jar" 1314 
/dev/block/mmcblk0p7 179:7 "/system/usr/keylayout/qwerty.kl" 2410 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id10-v1.0-RKS.xml" 1065 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/3ad48a91.0" 919 
/dev/block/mmcblk0p7 179:7 "/system/usr/icu/icudt55l.dat" 2363 
/dev/block/mmcblk0p7 179:7 "/system/etc/bluetooth/bt_stack.conf" 490 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/fuse/permissions/android.hardware.sensor.proximity.xml" 557 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libext2_quota.so" 1772 
/dev/block/mmcblk0p7 179:7 "/system/lib/libinstantactivitynative.so" 1485 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/bluetooth_tim0000.hrec" 589 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libstagefright_soft_amrwbenc.so" 1916 
/dev/block/mmcblk0p7 179:7 "/system/bin/wfa_send_ping6" 459 
/dev/block/mmcblk0p7 179:7 "/system/bin/ime" 274 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/Spica.ogg" 2078 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/media_tongfang_16_byt.hrec" 623 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/04f60c28.0" 887 
/dev/block/mmcblk0p7 179:7 "/system/lib/libsonivox.so" 1566 
/dev/block/mmcblk0p7 179:7 "/system/framework/uiautomator.jar" 1348 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/fuse/default/mixer_paths_rt564x_ecs27b.xml" 528 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/wifiuser.pem" 1135 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/1e1eab7c.0" 902 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/icdg/AutomaticGainControl_V1_3.xml" 758 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/cdaebb72.0" 1011 
/dev/block/mmcblk0p7 179:7 "/system/bin/linker64" 293 
/dev/block/mmcblk0p7 179:7 "/system/fonts/NotoSansLepcha-Regular.ttf" 1220 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/alarms/Nobelium.ogg" 2016 
/dev/block/mmcblk0p7 179:7 "/system/etc/permissions/android.hardware.bluetooth.xml" 23 
/dev/block/mmcblk0p7 179:7 "/system/lib/libvideocme-client.so" 1628 
/dev/block/mmcblk0p7 179:7 "/system/etc/mp_conf" 684 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libhidcommand_jni.so" 1796 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ui/KeypressReturn.ogg" 2207 
/dev/block/mmcblk0p7 179:7 "/system/usr/keylayout/Vendor_046d_Product_c532.kl" 2388 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/Cricket.ogg" 2042 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/Noises2.ogg" 2159 
/dev/block/mmcblk0p7 179:7 "/system/lib/libawarenativehelperjni.so" 1417 
/dev/block/mmcblk0p7 179:7 "/system/tts/lang_pico/en-GB_ta.bin" 2337 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id25-v1.0-RKS.xml" 1093 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libisv_omx_core.so" 1814 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libipcservice_tty_plugin.so" 1810 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/alarms/Alarm_Rooster_02.ogg" 2005 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/4e18c148.0" 933 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libaudiopolicyservice.so" 1719 
/dev/block/mmcblk0p7 179:7 "/system/app/GoogleTTS/GoogleTTS.apk" 86 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libext2_uuid.so" 1773 
/dev/block/mmcblk0p7 179:7 "/system/etc/fonts.xml" 514 
/dev/block/mmcblk0p7 179:7 "/system/fonts/Roboto-Regular.ttf" 1286 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/40dc992e.0" 926 
/dev/block/mmcblk0p7 179:7 "/system/lib/libmfx_mix_h264ve.so" 1513 
/dev/block/mmcblk0p7 179:7 "/system/lib/libwebviewchromium_loader.so" 1636 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/WM8281Subsystem.xml" 715 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/b3fb433b.0" 997 
/dev/block/mmcblk0p7 179:7 "/system/etc/ppp/ip-up-vpn" 848 
/dev/block/mmcblk0p7 179:7 "/system/bin/keystore_cli" 289 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libaudiopolicymanagerdefault.so" 1718 
/dev/block/mmcblk0p7 179:7 "/system/priv-app/FusedLocation/FusedLocation.apk" 2249 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/media_int33be.hrec" 620 
